,MM,MR,MG,MI,MT,MP,MV,RM,RR,RG,RI,RT,RP,RV,GM,GR,GG,GI,GT,GP,GV,IM,IR,IG,II,IT,IP,IV,TM,TR,TG,TI,TT,TP,TV,PM,PR,PG,PI,PT,PP,PV,VM,VR,VG,VI,VT,VP,VV,fn,category
187,4910,3860,4746,9497,5376,3388,23743,1677,0,1080,270,1131,124,1596,2667,316,511,413,1321,100,2334,1444,1958,384,1240,6712,573,8008,1033,2523,430,6553,51231,13247,19723,333,3432,734,236,14322,4416,4320,43897,10025,4485,983,6423,3919,12254,com.torch.lampe.flashlight.opcodeSeq.txt,1
188,2789,3383,1329,4780,3038,1565,8463,519,0,699,149,558,78,621,602,179,426,253,580,60,798,1041,882,232,699,3440,412,3970,1259,1222,253,3672,2610,999,10020,165,1591,457,157,1656,1653,1787,18934,5730,1793,438,2603,1819,4378,bo.com.atb.videoplayer.opcodeSeq.txt,1
189,4038,3414,2625,5989,3822,2363,16825,1200,0,794,189,690,74,1074,1620,196,463,291,827,71,1930,967,1174,320,851,4292,354,5491,1183,1676,213,4380,49363,12453,13209,262,2346,629,157,13110,2986,2685,30009,7938,3437,787,4270,2563,8929,com.Techtomusic.tembangkenanganpopuler.opcodeSeq.txt,1
190,10381,6489,11788,20960,10243,6423,50514,2048,0,1464,532,1695,157,2241,5090,741,1162,1362,3945,261,6955,4019,2522,950,3116,12273,1196,16657,1815,4398,970,10208,13309,4709,38303,1031,5517,1673,528,6414,10100,8178,92459,14476,8045,2188,14110,7736,25111,com.bendigi.Mortgage.opcodeSeq.txt,1
191,6033,4017,7021,15868,6665,4127,32010,1586,0,937,383,1469,187,2127,4453,331,659,765,2250,235,3146,2620,2847,696,2318,9951,956,12708,735,2904,519,9278,7852,3255,25065,349,4045,1289,347,4789,7139,6290,60445,9888,6379,1568,8436,5554,15412,com.cmcm.lite.opcodeSeq.txt,1
192,32691,11562,19733,31260,17003,12913,64620,4040,0,2757,934,2877,314,3736,15789,941,5336,1660,2950,244,5508,9477,5090,1711,4249,15514,1454,24240,5089,6512,1343,13809,63250,17670,48714,831,9186,2094,3048,18458,12172,14374,122695,26195,10958,3155,14514,9864,31769,com.biggu.shopsavvy.opcodeSeq.txt,1
193,9136,9804,10587,20862,9522,7168,51269,3326,0,1857,573,2284,230,2958,5542,770,1095,1325,3077,263,5634,3207,3610,903,3110,12705,1201,18353,1513,5324,1082,11970,57502,16204,38750,757,7382,1646,540,17770,12939,9624,95482,19886,9028,2379,12050,9194,24651,com.whitbread.thehub.opcodeSeq.txt,1
194,7309,6737,8050,15283,6804,6053,48420,3079,0,1442,370,1409,170,2547,5125,388,688,637,2000,222,5173,1831,2393,590,1628,8924,860,14374,919,4156,548,8234,52992,14474,28881,463,5336,957,309,16185,7730,7644,80298,15660,8387,2622,10231,6333,27019,com.baidu.Funnypopularvideos.opcodeSeq.txt,1
195,1950,2137,2653,4510,2147,2119,14855,1105,0,596,126,461,52,735,1739,117,249,190,704,68,1658,807,751,162,500,3087,229,3981,386,1564,275,2740,47868,12687,9480,260,1575,331,120,13218,2862,3288,24276,5422,2710,861,3413,2465,8413,air.com.CleanUpSpaSalon.opcodeSeq.txt,1
196,1723,1773,2264,3473,1681,1631,12482,988,0,490,100,333,40,592,1496,102,198,109,601,62,1499,696,553,136,368,2392,179,3121,351,1276,216,2138,47094,12398,7147,246,1255,284,102,12728,2464,2519,19622,4338,2289,793,2539,1934,7147,air.net.m7g7.HandDoctorTreatment.opcodeSeq.txt,1
197,15178,11931,12798,25313,12538,9251,76394,4177,0,2913,673,2514,247,4285,6996,658,1607,1164,3724,250,9015,4695,4199,1184,2858,15011,1256,21683,3375,6872,1073,13592,59589,16174,48187,892,8674,1778,545,18796,44116,11598,128623,27372,13096,3841,16227,10153,39026,com.whaff.whaffapp.opcodeSeq.txt,1
198,1723,1773,2264,3473,1681,1631,12482,988,0,490,100,333,40,592,1496,102,198,109,601,62,1499,696,553,136,368,2392,179,3121,351,1276,216,2138,47094,12398,7147,246,1255,284,102,12728,2464,2519,19622,4338,2289,793,2539,1934,7147,air.com.zyncstudio.WomanGivesBirthTriplets.opcodeSeq.txt,1
199,8734,8202,8282,12721,6566,5156,45299,2645,0,1632,450,1149,132,2476,4404,362,852,440,2429,144,6234,2639,2241,710,1383,7762,623,11509,1559,4373,592,7366,51818,13789,25960,510,5032,1082,293,14893,8815,6433,74654,16522,7487,2583,8824,6066,25703,com.space.starfighter3001free.opcodeSeq.txt,1
200,11158,11822,8843,21038,13888,12953,66921,2748,0,2370,492,2405,171,2693,4421,819,873,855,2976,194,4265,2868,3441,818,2344,12687,1074,17091,2192,6267,1055,11141,13665,4579,56733,621,10172,1168,381,8381,10636,12990,123093,29889,8076,2026,16838,9835,26909,com.tuenti.messenger.opcodeSeq.txt,1
201,11693,8926,7807,13027,7202,4799,43722,2660,0,1664,427,1280,151,2514,4293,356,836,671,2094,154,5920,2376,2488,794,1411,7257,846,11627,1990,4640,591,6834,52748,14544,26474,676,5660,1225,297,15521,9345,6440,73758,17800,7159,2458,8845,6431,24305,com.au.generaladaptiveapps.opcodeSeq.txt,1
202,3126,3555,4174,6610,2428,2551,23774,1824,0,781,182,546,69,1296,2530,175,371,334,1067,88,3332,1079,919,271,661,3718,323,6273,417,2220,349,3099,47862,12658,13379,246,2549,439,113,13419,3916,3676,37151,8563,4325,1462,4830,3359,15210,com.bosphorus.lion.hunting.sniper.challenge.opcodeSeq.txt,1
203,4963,4991,4971,9620,3904,3780,30132,1753,0,1161,262,762,94,1678,2726,277,553,324,1402,133,4293,1548,1573,450,1049,5106,432,8617,1008,2625,313,4430,48985,13168,17188,335,3226,644,179,14109,5294,4468,50140,10121,5451,1790,5946,3944,17090,com.kostfos.dailycolumnists.opcodeSeq.txt,1
204,12557,10630,8959,21858,14767,10021,59347,3420,0,2626,816,2459,235,3084,5134,856,1639,1210,2944,276,5306,4757,4179,1315,3347,14580,1238,18333,3784,5872,1118,14000,16728,5273,51306,923,7561,1804,575,8685,10745,11544,108022,25385,9399,2754,17375,9721,26339,au.com.commbank.propertyguide.opcodeSeq.txt,1
205,8455,7724,7733,13216,6386,5252,43464,2551,0,1682,394,1205,155,2462,4352,361,877,491,2130,156,6027,2249,2305,680,1422,7741,654,11707,1499,4245,601,6924,52152,14172,26205,486,5213,982,285,15391,8019,7020,72830,16785,7686,2471,9033,6418,25046,com.Alienforcegames.ChessFusionFree.opcodeSeq.txt,1
206,9481,8232,7352,13486,7159,5167,43092,2540,0,1943,385,1248,171,2402,4170,399,917,503,2037,167,5861,2443,2376,695,1515,8041,720,12079,2217,4552,634,7484,51961,14225,27021,598,5518,1008,359,15517,7326,6595,72627,17681,7582,2494,9037,6461,23915,air.com.stardoll.access.opcodeSeq.txt,1
207,6177,5674,5948,8929,4285,3588,31227,1939,0,1221,274,794,100,1825,3260,273,589,317,1473,110,4863,1489,1532,521,895,5124,451,8236,1126,3218,395,4516,49492,13366,17786,407,3864,655,224,14032,5298,4687,51571,11897,5458,2007,6347,4613,19202,com.app.americanenglishconversation.opcodeSeq.txt,1
208,6795,6375,6984,14379,8190,5108,35495,2293,0,1623,387,1814,198,2203,3617,424,744,781,2325,181,3193,2362,2736,575,1947,10863,995,12373,1420,3979,664,10790,55179,14349,31204,515,5055,1318,412,16066,6688,6382,66713,15911,6425,1524,9688,5886,17177,at.nk.tools.iTranslate.opcodeSeq.txt,1
209,5380,5323,3575,10212,4520,2995,26376,1391,0,905,285,935,104,1554,2133,353,585,532,1173,123,2383,1545,1793,533,1177,5619,486,9615,1134,2571,405,5924,49617,13685,17070,299,3349,876,212,15032,5407,4116,46673,11280,4544,1154,4911,4460,12228,air.com.playtika.slotomania.opcodeSeq.txt,1
210,9262,9021,10250,22317,11863,8427,57120,3648,0,2313,563,2719,306,3520,5763,731,1156,959,3482,296,5362,3439,4209,913,2731,15504,1301,18371,1794,6151,1134,14683,60878,16842,47151,697,7964,1960,481,19739,9364,11011,104373,23087,10411,2377,14759,9825,28161,com.apalon.myclockfree.opcodeSeq.txt,1
211,6380,4296,7189,14554,8042,4951,38056,2115,0,1227,356,1469,145,1945,4042,352,768,774,2488,201,3429,2697,2044,489,2030,10071,959,12698,1414,3125,689,10139,54484,14611,27805,609,4382,1248,380,16197,6142,6092,66852,11707,6209,1442,9689,5344,17797,com.rst.bedbooking.opcodeSeq.txt,1
212,10537,8634,9064,15164,8645,6280,45984,2866,0,1993,457,1557,182,2727,4837,395,1031,575,2643,199,6521,3159,2750,824,1803,10205,863,12991,2682,4658,739,9667,54632,14669,31440,716,5689,1312,425,16246,8387,7684,79679,18413,8301,2720,10595,6936,26015,air.HardTime.opcodeSeq.txt,1
213,5217,3391,2264,7428,4767,2534,18383,718,0,740,200,895,96,1043,1322,144,486,364,1485,75,1218,1774,1194,351,945,5234,448,5552,1591,1889,391,5072,4057,1635,16117,249,2333,683,214,2772,2552,3303,33176,7964,3391,547,5003,3015,7935,ams.newsfeed.activity.opcodeSeq.txt,1
214,10963,8313,7842,16854,9833,6604,48808,2409,0,1934,505,1969,148,2474,4001,733,982,1204,2992,229,4529,3370,3146,1076,2664,10955,1115,14835,2665,4547,892,11318,57460,16031,34140,878,6561,1781,644,18048,10078,8589,84924,16411,7861,1891,10640,9030,21632,jun.talk.opcodeSeq.txt,1
215,6747,6266,4882,11918,7651,3841,28456,1760,0,1411,352,1387,145,1865,2661,347,886,623,1935,165,2997,2664,2148,635,1663,8569,771,9912,2413,2608,578,8944,53247,13608,23486,450,3552,1240,316,14896,5103,4893,53552,12422,5464,1242,6944,4428,12923,com.bmb.statusforwhatsapp.opcodeSeq.txt,1
216,8395,7480,8630,17347,10568,6479,44495,2660,0,1828,463,2002,209,2724,4608,529,895,879,2973,257,4334,2878,3085,654,2275,12629,1172,14932,1557,4380,835,12524,58860,15117,38052,574,5818,1610,431,17502,7928,8360,83046,18902,8220,1861,12089,7268,23402,com.x3.angolotesti.opcodeSeq.txt,1
217,5507,5415,6378,12652,5215,4188,35636,1656,0,1333,444,1053,114,1712,3525,361,670,655,1549,138,3670,2055,1941,541,1679,6923,702,11702,904,2703,527,6697,50967,14451,20845,483,3856,994,332,15776,4696,5397,61002,10659,4998,1681,7027,5284,18270,com.texty.sms.opcodeSeq.txt,1
218,10105,8849,9247,15555,8287,6357,46658,2889,0,2057,467,1574,187,2787,4950,398,1049,614,2631,192,6554,3114,2798,802,1821,10271,839,13467,2239,4890,772,9656,53966,14753,32005,677,5858,1308,421,16358,8541,7943,81279,19044,8363,2740,10768,7106,26379,air.beingfashiondesigner.opcodeSeq.txt,1
219,20074,17650,13035,37813,22732,14369,100658,4825,0,3684,1082,4058,422,5414,8271,1262,2264,1929,4676,510,7719,6586,6736,1786,4849,23093,2148,31310,6479,9988,1617,22002,113795,32331,70565,1661,13080,3606,1006,36054,24382,16718,179185,33437,16945,3408,21943,14791,41641,com.bleacherreport.android.teamstream.opcodeSeq.txt,1
220,258,90,89,394,216,100,974,28,0,32,4,43,5,47,73,11,32,7,22,0,79,24,53,13,20,172,25,322,100,72,4,155,141,17,660,4,93,16,11,47,182,165,1631,342,185,20,175,96,397,com.karvy.kprism.opcodeSeq.txt,1
221,5068,4546,3022,10511,5198,3120,26762,1121,0,875,262,1040,86,1728,1591,236,577,399,1099,100,1689,1724,1857,498,1328,5672,513,8716,1889,2103,403,5499,4565,2599,17294,272,3246,754,289,3055,3971,4441,46587,9754,3920,962,6228,3512,10555,au.com.speedinvoice.android.opcodeSeq.txt,1
222,10088,8279,10641,18616,9798,7071,49083,2708,0,1933,551,2031,211,2664,4949,538,905,819,3251,197,5948,2990,3117,855,2407,12408,1080,15973,1566,5004,890,11903,61027,15747,47360,716,6304,1354,472,17806,8282,8833,90898,18467,8100,2047,22387,8235,24304,co.gotitapp.android.opcodeSeq.txt,1
223,3499,1645,3545,6381,4133,2275,13535,999,0,726,142,683,80,838,2071,157,483,317,1227,101,1781,1531,962,254,986,5650,498,5269,1105,859,333,5896,50827,12851,13129,370,1693,631,167,13643,3062,2548,25655,5198,2877,721,4736,2342,7051,com.als.usagetimelines.opcodeSeq.txt,1
224,8564,6981,5784,15916,9939,5437,39138,2147,0,1713,413,1694,203,2301,3274,515,985,766,2394,189,3399,3094,2740,768,2067,10675,930,13717,2905,4433,714,10607,55097,14596,31210,536,5394,1425,443,16375,6593,6540,71617,16151,7083,1787,9719,6271,18558,com.who.viewed_my_fbook_profile.opcodeSeq.txt,1
225,8469,7240,7275,12114,6289,4903,41066,2400,0,1565,349,1146,142,2264,4029,387,783,405,1901,140,5632,1966,2118,669,1218,6887,644,10792,1676,4648,567,6199,51657,14268,24693,545,5467,942,303,15333,7189,6394,68388,15688,6869,2270,8755,6231,23787,com.brokenscreen.prank.relax.opcodeSeq.txt,1
226,14035,6577,6385,21190,14075,8485,63277,2492,0,1235,505,1859,130,2914,4516,336,940,865,3425,218,5161,4868,2667,996,1855,11833,871,14770,4727,6091,778,9195,10520,3212,40388,1262,6625,1514,500,5456,8893,9933,102321,17331,10691,1999,13527,6825,26305,in.droom.opcodeSeq.txt,1
227,12697,8619,8795,25496,15928,9234,61934,3382,0,2629,564,2868,290,3533,6113,703,1452,990,3289,303,4867,4667,4229,1153,3451,16735,1514,20404,4320,6406,1125,16343,61526,17258,49506,1045,8471,2063,580,20677,10571,12116,111145,24745,11547,2226,15775,10685,28666,com.askfm.opcodeSeq.txt,1
228,7702,8711,8855,18650,8111,6738,44542,2231,0,1990,737,2035,220,3028,3957,685,1057,1184,2454,219,4004,2971,4160,981,3010,11122,1074,15978,1248,5111,943,10762,11033,4810,32498,702,6328,1515,469,6425,7795,8814,84784,16634,6955,1767,10183,7471,20676,com.triposo.droidguide.prague.opcodeSeq.txt,1
229,8419,9803,11489,22853,11657,7945,50530,2447,0,2531,790,2360,197,2678,3911,636,934,950,3823,218,5947,5585,3721,1118,4048,11906,1753,19963,1525,5343,796,14516,17526,4812,52553,707,8950,1402,506,8450,7949,9845,100455,22828,7291,1812,23586,9576,21834,com.ubercab.eats.opcodeSeq.txt,1
230,7702,8711,8855,18650,8111,6738,44546,2231,0,1990,737,2035,220,3028,3957,685,1057,1184,2454,219,4004,2971,4160,981,3010,11122,1074,15978,1248,5111,943,10762,11033,4810,32498,706,6328,1515,469,6425,7795,9009,84784,16634,6955,1767,10183,7670,20676,com.triposo.droidguide.new_zealand.opcodeSeq.txt,1
231,10442,8614,7727,19320,10639,7127,54557,2815,0,2023,527,2021,232,3117,4883,555,1148,777,2623,201,5241,3341,3390,831,2255,11918,957,15624,2805,5143,935,10664,55887,15290,37417,689,6327,1428,386,17446,57379,9376,93884,21551,9873,2333,11800,7868,27480,ba.lum.tribalrivals.arabic.opcodeSeq.txt,1
232,10177,8633,9144,15006,8241,6026,46461,2896,0,1990,467,1521,178,2736,4988,397,1028,566,2596,184,6508,3076,2677,791,1745,9912,809,13041,2249,4729,731,9344,53510,14574,30963,670,5737,1279,412,16035,8652,7430,79833,18621,8344,2724,10261,6755,26387,air.com.scaryama.canyourpet2.opcodeSeq.txt,1
233,8412,7729,10600,21932,11672,9033,57069,3344,0,1938,497,2152,241,3066,6068,621,960,913,3541,303,5511,3149,3218,771,2418,15344,1746,18515,1697,4944,893,14437,104859,28693,46845,605,7024,1828,572,32398,11114,11878,103565,21003,9983,2334,16120,10103,29319,com.wwe.universe.opcodeSeq.txt,1
234,10016,10660,8196,19717,10429,7320,53915,3227,0,2333,485,1826,227,2730,5119,573,1109,722,2614,193,5751,3498,3194,826,2115,11361,971,16685,2727,5714,1061,10259,54131,16766,37246,705,7330,1510,524,18480,8282,9113,95237,20537,9040,2751,11786,8761,26842,com.raken.opcodeSeq.txt,1
235,8718,7945,8749,19400,10587,7886,49459,2303,0,2037,551,2324,251,2589,4291,634,923,970,3226,255,3784,3285,3541,871,2538,13773,1164,15852,1606,4892,1036,13128,13433,4588,41416,656,7281,1563,499,7439,8269,9514,92157,21050,7596,1872,12641,8995,21161,com.weheartit.opcodeSeq.txt,1
236,10788,10859,13249,25392,12135,7548,64028,2643,0,2542,930,2409,226,3786,5525,875,2128,1731,3825,295,6979,4391,4497,1252,4046,15472,1594,21855,1992,5956,1186,14444,16196,5973,45818,735,7480,1980,623,7703,13378,9930,118051,20667,9596,2754,15488,8497,30179,com.journey.app.opcodeSeq.txt,1
237,11517,8906,6786,19304,13623,7184,46387,2682,0,2235,521,2345,240,2823,4003,742,1472,975,2736,233,4023,4237,3847,1157,2809,13107,1133,15483,4532,4985,1018,13543,59157,15642,38970,998,6908,1921,548,17866,9680,8158,86179,20519,8472,1860,11774,7909,23313,com.reddit.frontpage.opcodeSeq.txt,1
238,5454,4792,6336,12960,6347,4847,32751,1927,0,1358,363,1416,136,1915,3286,400,669,619,2160,154,3818,2218,2081,543,1644,8936,729,10778,846,2650,439,8219,9440,2786,26077,403,3680,1050,313,4196,5395,5628,59470,11645,6538,1524,8977,4366,15642,com.keyideas.indianrailways.opcodeSeq.txt,1
239,9015,7308,5946,15384,9952,5803,46475,2292,0,1636,448,1689,172,2412,3224,499,955,719,2420,166,3892,3232,2594,702,1920,10152,848,12689,2516,4773,711,9480,9568,3009,32916,483,5105,1295,420,4903,5934,7436,79160,17250,7426,1929,10064,6112,19590,com.tiket.gits.opcodeSeq.txt,1
240,3534,3007,2256,5180,3366,1822,14272,1050,0,689,169,608,72,941,1453,167,456,236,689,60,1733,913,1061,297,689,3580,320,4701,1143,1313,200,3838,48738,12213,11154,242,1891,583,144,12652,2802,2179,25297,6776,2999,631,3640,2200,7636,com.aotsinc.app.android.tamilchristiansongs.opcodeSeq.txt,1
241,8617,8847,11628,28581,13502,10383,75255,4426,0,2395,601,3001,297,3897,7590,722,1205,1255,3727,387,5947,3222,4384,962,3254,19150,1814,24151,1451,6764,1165,17164,64062,18808,56216,863,9439,2069,664,22008,12267,14825,131914,25329,13218,2712,19204,11996,36819,com.textmeinc.textme.opcodeSeq.txt,1
242,9337,8370,6332,17147,9918,7009,48174,2049,0,1829,502,1681,169,2564,3324,553,1168,835,2145,199,3889,3428,2874,889,2291,10011,902,14692,2901,4655,790,9622,53407,14868,31202,614,5858,1354,415,16700,6176,8279,84730,17404,6927,1959,9783,6332,19542,com.choicehotels.android.opcodeSeq.txt,1
243,9539,7866,9017,20421,12576,6939,52654,2732,0,1850,504,2121,228,2671,4965,682,1045,941,2774,257,4643,2936,3111,945,2666,13034,1153,17496,3153,4568,1022,12171,59850,15918,39590,790,6340,1492,506,18137,8056,8802,95187,18568,8454,2110,12287,7908,24862,com.avg.cleaner.opcodeSeq.txt,1
244,7702,8711,8855,18650,8111,6738,44542,2231,0,1990,737,2035,220,3028,3957,685,1057,1184,2454,219,4004,2971,4160,981,3010,11122,1074,15978,1248,5111,943,10762,11033,4810,32498,702,6328,1515,469,6425,7795,8845,84784,16634,6955,1767,10183,7502,20676,com.triposo.droidguide.republic_of_macedonia.opcodeSeq.txt,1
245,6926,8070,7390,13167,5628,6052,39874,2431,0,1520,375,1107,146,2147,4192,380,754,537,2038,149,5275,2338,2150,640,1335,7424,755,11831,1287,4243,619,6938,50861,15041,24195,572,5363,1115,336,16083,6893,7308,69593,14937,6649,2289,8498,6303,22220,com.technobears.yummywars.opcodeSeq.txt,1
246,9538,13832,11958,27949,17461,9604,57132,3120,0,2408,768,3048,256,3459,5528,783,1327,1377,5648,370,6284,4134,4383,1563,3368,21876,1711,20791,2350,6459,1453,17841,17830,6148,61061,703,8125,2495,622,10174,14547,9981,122388,22366,10822,2741,17494,8710,27358,com.ajay.internetcheckapp.opcodeSeq.txt,1
247,8732,8015,9450,15490,7263,6059,47998,2746,0,1861,456,1451,181,2732,4936,406,835,564,2704,188,6496,2684,2538,716,1689,9868,771,14076,1317,4823,653,8678,53113,14152,31498,583,5779,1142,389,15810,7833,7362,82255,17982,8097,2950,11003,6638,27853,com.bearwww2.android.opcodeSeq.txt,1
248,7077,8786,9283,15810,8627,5278,38720,2261,0,1812,728,1682,153,2527,3780,528,1089,1001,2343,488,4041,2982,3129,830,2785,10432,897,13587,1250,4617,779,9434,10551,3251,32103,702,5919,1198,396,4858,6439,6210,75658,16022,5756,1883,9008,5850,18064,ch.sbb.mobile.android.preview.opcodeSeq.txt,1
249,11750,8926,7810,13030,7295,4815,43743,2663,0,1664,427,1280,151,2514,4302,356,836,672,2094,154,5920,2381,2488,794,1410,7301,803,11632,2009,4634,591,6841,52776,14588,26545,687,5660,1231,297,15523,9214,6442,73847,17804,7163,2458,8845,6433,24302,com.rl.generaladaptiveapps.opcodeSeq.txt,1
250,4134,9715,3279,8017,4859,3446,18418,1146,0,1284,349,933,99,1198,1385,380,736,606,1037,120,1688,1983,1795,478,1402,5212,602,7079,1773,3042,508,5761,5977,2303,15309,347,4029,926,333,2980,8200,3314,41099,9171,3021,811,4352,2703,7896,com.weighdown.app.opcodeSeq.txt,1
251,13017,11789,11830,22955,12256,9216,68694,3687,0,2815,638,2234,233,3955,6257,673,1460,1031,3424,254,8485,4307,3783,1142,2656,13806,1205,20335,3084,6612,998,12876,59971,15941,45302,974,8356,1781,553,18525,11247,10625,118770,26030,11543,3671,15058,9604,34798,com.adv.deal.opcodeSeq.txt,1
252,8616,7670,8873,20149,10845,7532,48491,2739,0,1885,529,2447,233,3063,4690,537,926,958,3228,258,4525,3062,3535,843,2513,14352,1134,16281,1770,4680,962,13073,59501,15528,43169,538,6231,1657,500,18097,8094,9566,91389,20382,9047,1879,14459,7811,24369,com.sparkslab.dcardreader.opcodeSeq.txt,1
253,18299,21973,26012,59500,30981,22577,121030,3796,0,5274,1955,5297,421,5249,8027,1225,1696,1503,8950,428,13578,14096,8740,2642,10322,24398,3643,49959,4144,13231,1585,31127,33806,10898,114816,1525,21487,2271,760,23607,18931,29051,250377,54732,15625,3272,41582,24985,45027,com.ubercab.opcodeSeq.txt,1
254,12313,10202,8539,22748,15322,8770,60888,3058,0,2404,588,2773,259,3278,4632,756,1371,1166,3486,263,5506,3890,3700,1135,2891,15194,1253,19037,3897,5823,1220,14082,63808,17252,49862,897,7806,1821,634,19984,9476,10005,110324,23894,10713,2547,15802,8727,27960,com.yoox.opcodeSeq.txt,1
255,8202,7437,9256,18156,10165,6489,42188,2638,0,1875,523,2130,219,2562,4605,594,1056,1050,3199,256,4194,3633,3224,781,2678,13218,1199,15895,1872,3930,974,13884,59516,15909,36476,752,5974,1670,497,17997,9902,7912,80731,17117,7503,1809,11555,7700,19928,be.persgroep.android.news.mobilead.opcodeSeq.txt,1
256,3832,2163,3110,6257,4298,2339,17897,1174,0,624,165,649,62,1017,1866,197,366,239,1102,71,1894,1100,1005,267,908,4427,409,6200,1191,1413,184,4647,51078,12915,12917,339,1909,666,183,13630,3053,2694,30747,5831,3215,1134,4664,2547,9860,com.vacuapps.photowindow.opcodeSeq.txt,1
257,7702,8711,8855,18650,8111,6738,44542,2231,0,1990,737,2035,220,3028,3957,685,1057,1184,2454,219,4004,2971,4160,981,3010,11122,1074,15978,1248,5111,943,10762,11033,4810,32498,702,6328,1515,469,6425,7795,8874,84784,16634,6955,1767,10183,7531,20676,com.triposo.droidguide.costa_rica.opcodeSeq.txt,1
258,4768,5295,4640,7484,3837,3265,26390,1877,0,1142,246,715,97,1453,2647,258,585,320,1293,113,3717,1400,1342,371,910,4624,387,7140,1123,2754,362,4327,49214,13036,16590,333,3263,701,173,13829,4334,4348,43681,11369,4745,1698,5574,4103,16042,au.com.penguinapps.android.babyphone.opcodeSeq.txt,1
259,3981,2820,4549,8393,5283,3067,22413,1482,0,786,242,1010,78,1381,2599,234,445,430,1836,118,2678,1863,1438,347,1125,6778,479,6791,1019,1841,486,6551,51867,13756,18679,340,2595,873,193,14717,3848,4324,39767,7930,4551,952,6542,3999,11622,com.kinoni.remotedesktop.opcodeSeq.txt,1
260,8817,5421,10458,22369,11110,6734,55462,3354,0,1608,530,2287,218,2819,6492,429,1062,1251,3542,302,6069,3069,2649,768,2731,14764,1154,18708,1781,4413,769,11802,61738,14765,44348,644,5408,1388,460,17203,9826,10074,96664,17833,11862,2650,15510,7284,31178,com.unearby.sayhi.opcodeSeq.txt,1
261,8456,7550,7035,12119,6434,4665,38389,2307,0,1785,354,1143,151,2237,3822,347,852,448,1932,138,5586,2231,2174,650,1374,7518,641,10896,1997,4094,581,7000,51209,13957,24811,549,4984,935,341,15141,6584,5770,65385,16271,6795,2333,8337,5809,22070,com.toscanyacademy.completebiology.opcodeSeq.txt,1
262,6617,6108,7655,16580,8121,5550,39387,2362,0,1547,433,1690,183,2267,4046,483,810,656,2669,198,4678,2612,2455,750,1956,11151,894,14097,1483,3975,710,10308,55775,15719,33775,628,5469,1212,376,17803,8025,7742,72652,16116,7575,1921,11898,7226,20835,com.til.ooty_guide.opcodeSeq.txt,1
263,7802,6328,8401,20140,12244,8256,49597,2207,0,1833,524,2429,215,2654,4770,590,1050,866,2961,246,4189,2526,3237,744,2919,14628,1318,16738,1604,5005,1089,13210,60555,17428,45504,669,7105,1617,498,20933,10021,10239,93625,18139,8470,1774,15121,8971,23466,com.yahoo.mobile.client.android.finance.opcodeSeq.txt,1
264,9063,8442,8777,13882,7159,5741,47767,2810,0,1712,480,1327,151,2640,4685,384,891,490,2685,175,6477,2796,2514,765,1538,9102,767,12303,1586,4543,646,8693,54663,14236,29104,548,5354,1211,324,15658,9892,7234,79574,17380,8096,2647,10084,6695,27149,com.bambo.shootgoal.opcodeSeq.txt,1
265,7931,6949,5981,13972,8502,6115,41156,2298,0,1537,375,1502,160,3304,3840,369,972,663,2134,174,4100,2896,2465,711,1753,9367,818,11913,2441,3521,1094,9547,53566,13764,34136,957,4242,1314,354,16938,5627,7332,70569,21585,7811,1784,12388,6085,25918,com.TheMrDeveloper.StockRomDownloader.opcodeSeq.txt,1
266,7653,11385,7013,17202,10308,7922,49839,3050,0,1984,482,1757,141,2463,4118,768,967,794,2102,171,3932,2760,3080,756,1843,10917,1028,13952,2094,4829,774,9881,61696,15771,40034,540,6392,1137,350,17801,7332,10720,91780,20422,7915,1739,14398,7645,22593,ata.squid.pimd.opcodeSeq.txt,1
267,1723,1773,2264,3473,1681,1631,12482,988,0,490,100,333,40,592,1496,102,198,109,601,62,1499,696,553,136,368,2392,179,3121,351,1276,216,2138,47094,12398,7147,246,1255,284,102,12728,2464,2519,19622,4338,2289,793,2539,1934,7147,air.net.ozonedevelopment.BeautifulMotherGiveBirthABaby.opcodeSeq.txt,1
268,5466,3932,3167,8396,5933,2815,18614,1229,0,1145,234,1049,128,1290,1832,263,747,417,1218,110,2025,1854,1650,480,1324,6489,579,6858,2173,1986,422,6784,51132,12883,17841,388,2764,881,261,13879,3568,3067,35529,9577,3950,890,5421,3122,9084,com.woozilli.gpscoordinates.opcodeSeq.txt,1
269,1095,1401,1274,2585,1559,1045,5875,319,0,278,78,383,41,282,563,60,192,139,420,48,443,529,435,85,466,2297,243,2223,226,562,98,2460,2053,516,6999,90,929,304,95,1100,947,1214,12052,3097,914,227,2396,1098,2873,com.vox.mosippro.opcodeSeq.txt,1
270,10900,7091,5747,16852,10182,5170,40826,1874,0,1823,464,1752,209,2477,3040,500,1088,982,2446,231,3504,3483,2769,827,2216,10475,1091,14056,3472,4030,860,10351,9657,3214,30187,482,5338,1486,501,4958,6030,6235,73753,16345,7002,1687,9174,6081,17712,com.apposter.watchmaker.opcodeSeq.txt,1
271,29290,15493,23842,44009,21657,16892,102655,5415,0,3465,1154,4540,467,5239,16649,1123,4700,1568,5217,528,8246,8513,6690,1346,5244,25440,2781,34613,3718,9784,1531,21359,73102,19772,81729,1114,12836,2700,2734,24950,17906,19761,189927,36183,17461,3806,25269,15578,47517,com.bamnetworks.mobile.android.gameday.atbat.opcodeSeq.txt,1
