,MM,MR,MG,MI,MT,MP,MV,RM,RR,RG,RI,RT,RP,RV,GM,GR,GG,GI,GT,GP,GV,IM,IR,IG,II,IT,IP,IV,TM,TR,TG,TI,TT,TP,TV,PM,PR,PG,PI,PT,PP,PV,VM,VR,VG,VI,VT,VP,VV,fn,category
85,10054,8072,10090,15008,8204,7348,53074,2328,0,1617,421,1391,156,2904,5797,412,810,531,2501,187,6859,2482,2425,671,1540,8540,719,13159,1384,4957,659,7485,53560,14798,32319,556,6073,1109,310,17102,9266,8407,89484,17861,8560,2604,11275,7362,28652,com.tmt.app.livescore.opcodeSeq.txt,1
86,6715,6652,7475,15006,8296,5331,39828,2181,0,1712,437,1711,190,2351,3780,523,827,850,2527,202,3958,2701,2780,652,2263,10429,952,13258,1032,3225,742,10417,10983,3253,31176,481,4810,1366,377,4866,5944,6311,72717,15753,6770,1902,10013,5887,21475,br.com.easytaxi.opcodeSeq.txt,1
87,7647,7529,8838,19507,10604,9080,69620,3353,0,1723,369,2980,180,2932,6044,363,842,721,3413,234,5997,2345,3362,709,1963,12978,961,15118,1034,5722,1630,10355,55619,14527,50971,766,6979,1249,338,18214,9756,10400,111902,20441,11703,2438,19443,7345,32268,com.bt.bms.opcodeSeq.txt,1
88,7264,9272,5670,13527,8927,5755,35114,1465,0,1607,473,1828,169,2191,2490,484,1115,1032,2212,242,2838,2827,2709,901,2486,9321,1142,12159,2607,4047,988,10322,10572,4256,28132,634,5248,1485,573,6180,5991,5724,68375,14258,5474,1126,8173,5680,11900,com.citrix.saas.gotowebinar.opcodeSeq.txt,1
89,9998,5855,11738,28506,17642,10298,62986,2559,0,1904,526,2719,210,2767,6802,612,1472,1137,4801,341,5165,4454,3205,891,3652,20038,1508,23382,2181,3623,1411,18299,70888,19839,60120,925,7038,1896,644,24178,12154,12894,120559,18710,10299,2147,21740,10803,27909,com.yahoo.mobile.client.android.mail.opcodeSeq.txt,1
90,10608,7880,7036,19325,11538,6799,48823,2689,0,2081,458,2165,234,2729,4065,592,1146,885,2690,234,4108,3700,3374,932,2351,12503,1076,15394,3306,4702,949,11868,61251,15740,47968,852,6612,1693,555,17844,7759,8291,87245,18476,8368,1837,21872,7985,22004,com.apeapps.discussions.rp.opcodeSeq.txt,1
91,4778,3784,2797,7187,4880,2644,17916,1199,0,984,194,847,96,1089,1728,235,575,348,952,91,1906,1470,1421,463,1115,5038,439,6344,1744,1880,321,5428,50057,13186,14879,362,2600,736,241,13860,3150,3093,32908,8187,3422,862,4800,3063,8596,com.rrpub.specguide.opcodeSeq.txt,1
92,10002,8491,6819,18180,10723,6717,45628,2519,0,2141,526,1943,196,2824,3529,638,1203,960,2591,211,4129,3685,3065,980,2852,11419,1161,15774,2859,4653,871,11540,10657,3758,35516,587,6863,1536,540,6042,7221,7628,83531,20045,7776,2063,10497,7335,21062,com.roomster.opcodeSeq.txt,1
93,3179,2864,2904,6416,3537,2537,19153,1201,0,565,188,689,69,1050,2009,190,435,253,1074,111,1983,941,985,289,762,4725,419,5661,823,1946,317,4451,49168,13150,13709,297,2466,605,157,13989,4372,3542,32334,6829,3957,852,4799,3328,10453,com.tg.offroadhillclimberlegends.opcodeSeq.txt,1
94,15579,6828,7124,20222,14157,6403,46763,2051,0,1792,486,1879,206,2448,4389,802,1584,1192,3323,321,4607,5395,3103,1256,3177,12707,1270,15431,5986,3926,1090,12716,58619,16135,35325,1250,5446,2318,569,17744,9438,7304,82486,15154,8401,2093,11673,7474,19635,com.thirdmobile.modelcanvas.opcodeSeq.txt,1
95,10024,8537,8959,14619,8008,5908,45060,2814,0,1970,442,1453,172,2655,4788,386,1017,551,2545,183,6435,3049,2590,785,1721,9654,799,12750,2241,4632,712,9169,53404,14534,30036,667,5593,1266,410,15944,8514,7237,77661,18189,8030,2698,10015,6614,25675,air.TropicalFashionModels.opcodeSeq.txt,1
96,7702,8711,8855,18650,8111,6738,44542,2231,0,1990,737,2035,220,3028,3957,685,1057,1184,2454,219,4004,2971,4160,981,3010,11122,1074,15978,1248,5111,943,10762,11033,4810,32498,702,6328,1515,469,6425,7795,8814,84784,16634,6955,1767,10183,7471,20676,com.triposo.droidguide.dublin.opcodeSeq.txt,1
97,3703,2941,4044,7542,3966,2106,17638,900,0,947,221,800,91,1187,1831,216,454,447,1230,113,2134,1505,1237,314,1176,5549,551,6659,662,1610,330,5528,4502,1327,14804,244,2184,589,218,2223,2655,2531,33087,7185,3048,1076,4769,2596,9477,be.ibad.villobrussels.opcodeSeq.txt,1
98,11713,10016,8162,22739,13832,8951,58854,2636,0,2325,580,2297,208,2929,4539,842,1267,1208,3109,234,4420,4082,3667,1149,2832,13247,1194,19246,3099,5516,1122,12925,14781,5534,42160,749,7620,1788,586,7721,8994,10897,107946,20863,8860,2098,12457,9381,21957,com.chicisimo.opcodeSeq.txt,1
99,8746,7815,7911,12397,6154,4990,42665,2550,0,1615,397,1123,134,2435,4363,355,837,441,2229,142,6136,2380,2176,670,1335,7464,591,11275,1558,4141,538,6967,51495,13780,24811,501,4953,1038,278,14831,7205,6190,70773,16207,7473,2538,8472,5817,24937,com.WildWorks.AnimalJamPlayWild.opcodeSeq.txt,1
100,9257,7208,5896,17658,11040,6000,45119,1940,0,1820,436,1928,174,2392,3514,548,1180,894,2165,169,3205,3370,2904,807,2199,10091,884,15219,2677,4221,802,10225,10297,3464,32988,568,5261,1328,413,5419,5991,6813,81125,16548,7213,1832,9893,5941,19328,com.abaenglish.videoclass.opcodeSeq.txt,1
101,5444,3530,2262,8115,5635,2534,17930,643,0,944,207,907,92,1116,1101,263,672,456,1062,111,1193,1944,1383,389,1206,5597,589,6547,2082,1942,397,5948,4738,1679,15106,361,2784,786,265,2507,2746,3528,33829,8493,2958,632,4445,3340,7453,com.wtfpod.android.wtfpod357.opcodeSeq.txt,1
102,2191,1568,3044,4636,2289,1686,12700,797,0,508,142,453,56,595,1401,172,309,180,942,65,1814,932,652,136,674,3453,330,4430,472,1336,294,3696,47585,12276,9433,249,1669,293,127,12841,2261,2135,22130,4542,2179,685,3726,2187,7157,com.andromo.dev230101.app331220.opcodeSeq.txt,1
103,2048,1166,1829,3998,2374,1304,12531,762,0,428,91,378,40,685,1256,109,219,150,481,33,1179,480,668,185,364,2697,219,3590,540,888,94,2638,47611,11946,7770,191,1223,259,80,12225,2056,1813,20132,3873,2175,496,2873,1427,6812,com.vlcforandroid.vlcdirectprofree.opcodeSeq.txt,1
104,11566,12250,10783,23865,12484,8392,58988,3704,0,2683,619,2674,320,3663,5690,798,1095,1101,3156,270,5508,3496,4100,991,4003,15312,1667,21946,1994,6285,876,15509,60557,16090,49420,711,9203,1792,578,19147,10615,11257,111678,28057,10280,2740,15101,10411,29658,com.abtnprojects.ambatana.opcodeSeq.txt,1
105,10607,9124,8882,16525,8961,6295,47651,2722,0,2180,490,1590,188,2890,4694,489,1138,669,2778,181,6563,3298,2886,864,1928,10640,920,14236,2631,5085,754,9975,54056,14511,32964,691,6041,1348,410,16181,9724,7552,83554,20207,8630,2832,10723,7006,27005,com.techzoneapps.bomdiatdnt.opcodeSeq.txt,1
106,15693,11103,14567,26979,16414,10395,73904,3883,0,2765,861,2855,305,4141,8122,845,2054,4551,3698,475,5719,7425,4967,1844,7289,17278,1442,22378,4611,7613,1316,16361,105717,29185,55032,942,9797,2302,604,32184,12293,13607,129111,29137,12324,2770,18148,11388,32958,com.wate.weather.opcodeSeq.txt,1
107,6565,6954,5741,13239,6613,3857,30029,1302,0,1396,432,1616,149,2106,2378,426,818,853,2166,163,3291,2625,2510,594,1872,8511,772,11872,1851,3114,840,9191,7185,3193,22433,492,3996,1199,404,4409,4627,4316,57959,12007,5552,1240,6193,4730,12327,com.wowway.findyogi.opcodeSeq.txt,1
108,9068,11023,7957,21070,10510,7704,44495,2390,0,2422,862,2165,231,2844,3907,672,1353,1171,2607,230,4113,4222,4175,1251,3806,12193,1506,17780,2639,5348,1130,12537,10382,5323,36821,649,7803,1709,536,7929,11042,8986,89471,18904,7376,1974,11074,9201,17919,com.wakie.android.opcodeSeq.txt,1
109,1723,1773,2264,3473,1681,1631,12482,988,0,490,100,333,40,592,1496,102,198,109,601,62,1499,696,553,136,368,2392,179,3121,351,1276,216,2138,47094,12398,7147,246,1255,284,102,12728,2464,2519,19622,4338,2289,793,2539,1934,7147,air.com.zyncstudio.BabiesWithNanny.opcodeSeq.txt,1
110,11699,8926,7775,12963,6920,4762,43452,2651,0,1664,427,1271,151,2508,4266,356,840,523,2097,154,5915,2294,2485,798,1411,7247,697,11597,1988,4573,590,6780,52718,14528,26158,633,5639,1070,297,15506,8384,6388,73239,17694,7142,2454,8814,6415,24225,com.ki.generaladaptiveapps.opcodeSeq.txt,1
111,6802,13031,5456,13933,7344,5378,31901,2050,0,1744,462,1530,131,2128,2815,563,1066,837,1455,178,2626,2940,2873,763,2162,8448,774,12011,2339,4567,725,8793,8287,3100,24811,569,6015,1191,445,4202,9119,5458,66644,13994,5235,1360,7281,4521,14849,com.kiddoware.kidsvideoplayer.opcodeSeq.txt,1
112,13601,13486,10190,27087,16359,9345,70841,2845,0,2767,847,3201,279,3768,4430,988,1588,1653,4034,348,5254,5026,4786,1430,3788,16837,1638,23592,3843,8443,1444,17009,18123,9385,53062,867,10401,2204,753,12233,10425,13438,130716,25387,10352,2518,16117,12348,27239,co.getcontrol.opcodeSeq.txt,1
113,7700,8489,8328,17978,9946,6896,46056,2586,0,1975,509,2218,256,2852,4166,604,901,946,2968,250,4083,3054,3357,833,2324,12950,1183,15405,1595,4828,850,12771,57900,15264,39515,587,6619,1594,460,17363,9474,9107,86222,21052,8029,1874,12673,7751,23049,com.uefa.euro2016.opcodeSeq.txt,1
114,10665,10452,10892,21737,13831,9409,56507,2452,0,2311,780,2454,220,2619,5194,771,1545,1350,3615,275,4133,3912,3836,1191,3746,14496,1512,18795,2452,4933,1264,14366,20104,7567,47727,972,7542,1907,798,11403,10072,12186,108156,20747,7169,1929,15440,11198,24078,com.circle.android.opcodeSeq.txt,1
115,3581,2104,4296,9054,5495,3236,18901,1166,0,662,185,907,106,932,2752,241,574,455,1717,156,1805,1538,1175,448,1327,7086,635,7623,716,1313,500,7007,7402,2854,19276,330,2245,794,225,4207,3648,4181,36898,6205,3767,870,7029,3573,10270,com.baidu.dusecurity.hydrogen.opcodeSeq.txt,1
116,10968,8059,9424,19258,14999,7683,48805,2888,0,1661,547,1956,226,2826,5037,601,1167,1228,3139,351,6283,3677,3128,2513,2906,11879,1465,14536,5980,4377,938,11645,63202,19007,36132,1546,6176,2295,459,20085,10070,7860,89451,16693,7853,1860,11588,6275,22419,com.runar.issdetector.opcodeSeq.txt,1
117,13820,11573,10864,26059,14470,10562,70916,4124,0,2717,683,2761,291,3978,6924,790,1785,1302,3463,370,6238,4782,4582,1221,3203,16028,1648,21781,3762,6888,1215,15397,63161,17029,50706,1101,9048,2086,671,20089,11503,13573,124511,27624,12132,3084,16547,10792,34356,br.com.tapps.deardiary.opcodeSeq.txt,1
118,12665,10016,7554,20486,12774,7345,53067,2695,0,2248,506,2199,254,2943,4466,665,1302,782,2600,220,4997,3820,3469,928,2473,13004,1097,16803,3974,5166,952,12392,57207,14943,39689,828,6834,1528,469,17348,9810,8667,95826,21770,9150,2390,12029,7616,25913,com.kreactive.digischool.bac.opcodeSeq.txt,1
119,12193,9782,8065,21419,12057,8918,46848,2269,0,2149,788,2044,224,3067,4268,909,1668,1360,3001,246,4910,4714,3969,1424,3396,12837,1157,16950,4228,5030,1299,12065,58088,16134,35535,913,6790,1921,501,17706,14532,10806,90914,18919,8753,2029,10725,8374,20721,com.spinachsoftware.immigration.uscis.casestatus.opcodeSeq.txt,1
120,6396,6315,4282,11312,8138,4208,28261,1185,0,1372,355,1475,142,1635,1889,386,858,666,1948,141,1899,2498,2296,661,1832,7809,890,9612,2779,3040,737,8565,8406,2374,23754,460,3798,1156,366,4071,4300,4554,53862,11940,4178,945,6740,4298,9269,aviaseller.su.opcodeSeq.txt,1
121,4326,3617,4493,10147,5724,3532,24829,1179,0,907,260,1183,122,1140,2570,278,600,596,1671,150,1512,1695,1596,340,1618,8045,772,8844,996,1954,440,8057,8467,2348,21721,422,2964,914,315,3846,4607,4340,45722,9304,3951,1316,9707,4199,11057,com.ali.babasecurity.privacyknight.opcodeSeq.txt,1
122,11516,10478,9599,18842,10055,7040,54316,3049,0,2400,564,1795,218,3210,5053,558,1221,797,3006,215,6892,3690,3297,990,2235,11859,1018,16744,2850,6211,825,11082,55124,14828,36652,716,7296,1491,485,16599,9069,8401,95169,22369,9424,3268,11952,7658,29643,com.vtc.sam.opcodeSeq.txt,1
123,4124,3725,4432,6551,2684,2927,25596,1737,0,892,179,526,76,1289,2693,197,368,199,1082,83,3682,1098,1033,303,657,3643,286,6005,517,2425,288,2904,47826,12673,13117,276,2671,395,107,13258,4367,3838,39729,8575,4441,1645,4696,3275,15604,com.cibgHippo.Babyshop.opcodeSeq.txt,1
124,7485,6563,8150,19939,9856,6692,47377,2428,0,1839,519,2093,225,2802,4674,474,853,943,3548,250,4138,2735,3409,793,2826,12479,1148,17607,1424,3683,847,12752,56218,15078,38466,527,5136,1564,403,17777,8060,8421,87337,15915,9248,1773,13964,7282,25921,com.juphoon.justalk.opcodeSeq.txt,1
125,3769,2968,1415,4663,3411,1478,11982,523,0,449,144,433,65,548,832,131,363,271,503,58,787,1027,710,213,672,2729,289,3846,1454,830,125,2747,3229,873,8928,239,1212,413,131,1419,1666,1911,22046,4574,1695,385,2778,1387,4522,ca.honeygarlic.garibaldi.opcodeSeq.txt,1
126,3999,4516,2910,6643,3085,2552,21424,958,0,902,219,605,74,1111,1773,244,526,320,904,75,2120,1143,1078,274,775,3638,323,6153,900,2295,301,3372,3233,1092,12052,284,2449,533,159,1650,3411,3180,36121,8970,3437,1081,3718,2737,11366,com.king.candycrushjellysaga.opcodeSeq.txt,1
127,3918,3507,2509,8426,4282,2511,24751,1083,0,629,256,725,74,1320,1458,159,317,368,1014,74,1558,1277,1469,291,913,4235,387,7314,1443,2480,295,3899,4056,1782,14606,321,2813,514,193,2972,3842,3291,40709,6897,3614,806,5021,3355,10690,com.businessstandard.opcodeSeq.txt,1
128,1723,1773,2264,3473,1681,1631,12482,988,0,490,100,333,40,592,1496,102,198,109,601,62,1499,696,553,136,368,2392,179,3121,351,1276,216,2138,47094,12398,7147,246,1255,284,102,12728,2464,2519,19622,4338,2289,793,2539,1934,7147,air.net.ozonedevelopment.PregnantMermaidBirthSecondBaby.opcodeSeq.txt,1
129,12911,7984,7762,12966,10206,5329,45186,2481,0,1630,383,1324,141,2442,4480,355,800,665,2193,152,5800,3064,2338,798,1304,7587,887,11047,2683,4735,604,7410,52949,14418,28954,1103,5606,1299,300,15355,9366,6586,75717,17982,7289,2437,9022,6453,24030,com.aa2.generaladaptiveapps.opcodeSeq.txt,1
130,2112,1809,1260,4199,3945,2614,13471,417,0,411,89,602,54,548,689,100,328,151,726,63,755,816,622,223,520,3044,282,2831,765,1158,91,2770,5758,982,16028,170,1134,387,113,2578,2899,2938,24432,5068,2132,222,6982,1939,5229,com.hudson.opcodeSeq.txt,1
131,5645,3313,5357,11764,10088,4303,32550,1304,0,802,268,1513,142,1805,3262,133,524,672,1938,146,2692,2452,1880,414,1791,8326,941,9782,2736,2856,619,8259,15148,4149,26761,638,3434,983,379,6314,6041,5336,57089,10000,5565,1325,9046,4794,15686,com.autodesk.homestyler.opcodeSeq.txt,1
132,8023,9598,9489,20127,9733,7361,51316,2651,0,2051,591,2269,222,3351,4425,679,1025,965,2858,253,4827,3088,3748,829,2575,12610,1128,17187,1293,5314,1128,11513,11584,4040,40425,592,6815,1422,488,6610,7292,8920,95696,21416,8319,2244,12207,7961,24480,com.lazada.android.opcodeSeq.txt,1
133,2886,2583,3188,6160,3006,2078,15731,882,0,865,192,570,65,916,1640,136,372,276,1162,87,1638,1220,1176,277,857,4567,419,5530,483,1437,237,4885,3023,1306,11492,198,2008,682,183,1828,2819,2286,28399,5322,2561,862,3843,2121,7909,com.rto.vehicleregistration.opcodeSeq.txt,1
134,6714,5214,4860,10593,6860,5173,27074,1880,0,1273,301,1391,138,1643,2825,400,887,546,1673,159,2556,2087,2234,599,1566,7951,698,8674,1919,2855,531,8184,54155,14175,24010,571,4242,1188,358,15517,5447,5385,50651,12752,5228,1093,7692,4785,12818,air.com.mobigrow.canyouescapetower.opcodeSeq.txt,1
135,7291,7721,5069,12781,7660,4901,34434,2378,0,1588,393,1445,159,2166,2946,406,849,683,1564,131,3468,2350,2360,723,1738,8260,711,11412,2157,3778,546,8125,54102,15447,26589,469,5006,1098,388,16824,6019,7511,62697,15521,6115,1683,8463,6689,17671,chat.lesbiandating.opcodeSeq.txt,1
136,6825,6882,7819,16607,8660,7573,44540,2534,0,1638,454,1729,187,2461,4076,577,733,774,2390,190,4697,2531,2742,642,2003,10635,955,14460,1281,4872,713,10105,54858,15839,33802,567,6773,1161,378,17552,8815,8939,81614,18740,7842,1816,10968,6854,22060,com.justeat.app.ca.opcodeSeq.txt,1
137,2590,2171,3879,5693,3133,2039,16589,943,0,543,211,501,58,666,1797,342,347,198,1226,70,2010,1256,769,179,757,4036,376,5309,595,1769,341,4354,48169,12475,11762,305,1992,342,138,13147,3794,2917,28690,5457,2494,756,4390,2749,8388,com.andromo.dev44028.app100687.opcodeSeq.txt,1
138,9162,9764,8401,18272,9392,8688,54995,2923,0,1850,495,1849,200,2808,5219,498,1046,689,2987,231,5295,3133,3047,848,1872,11990,999,15332,1954,5329,897,11144,57972,16157,38769,797,6822,1634,434,18462,12303,10428,95876,20561,9301,2368,13338,8490,26780,com.br.motorbike.driving.opcodeSeq.txt,1
139,1723,1773,2264,3473,1681,1631,12482,988,0,490,100,333,40,592,1496,102,198,109,601,62,1499,696,553,136,368,2392,179,3121,351,1276,216,2138,47094,12398,7147,246,1255,284,102,12728,2464,2519,19622,4338,2289,793,2539,1934,7147,air.com.zyncstudio.IroningClothes.opcodeSeq.txt,1
140,13210,6741,6036,20192,14510,6298,48000,1567,0,1787,506,1983,233,2311,4026,493,1695,1073,2170,223,3300,5143,3190,1110,2803,11423,1152,15295,5483,4391,609,11219,12697,3971,34692,1068,4982,1633,498,6123,9373,8789,84714,16335,7336,1959,10677,6559,19855,com.augmentra.viewranger.android.opcodeSeq.txt,1
141,3853,2269,4209,8708,7551,2532,20284,717,0,499,259,1315,126,875,2207,276,410,895,3256,193,1718,1524,1162,254,2150,12764,867,9532,1040,1593,386,14269,9588,2239,24701,332,2511,1468,284,3482,6154,3356,39687,6639,5309,881,9698,3424,8636,com.bod.movil.ext.edocta.opcodeSeq.txt,1
142,14091,11698,10567,23025,13165,9000,66182,3587,0,2851,641,2322,276,3667,5789,698,1482,1108,3411,255,7433,4543,3960,1258,2808,14322,1242,19507,3633,6694,1127,13180,58231,15777,45835,882,8288,1807,650,18502,10495,10113,115486,25997,11010,3454,14757,9331,34530,com.apex.icrf.opcodeSeq.txt,1
143,1882,2311,2535,5181,3117,2384,13990,522,0,380,142,491,49,516,1224,163,290,387,1186,205,1430,828,642,152,636,3913,377,4334,414,1354,269,3616,3900,1416,12345,424,1375,632,106,2126,3369,2972,26186,3609,2495,424,4912,2227,6935,com.revesoft.mobiledialerplus.opcodeSeq.txt,1
144,1723,1768,2254,3465,1653,1615,12405,976,0,487,100,333,40,590,1491,102,198,109,598,62,1495,689,549,136,364,2382,179,3108,349,1275,216,2117,47083,12396,7098,246,1249,284,102,12712,2452,2496,19504,4290,2273,788,2538,1927,7088,air.goyungame.sanscark.opcodeSeq.txt,1
145,6734,10775,5863,14164,7695,5064,31277,1294,0,1887,499,1861,137,2021,1999,602,1089,967,1869,164,2563,3049,3184,749,2188,9411,864,11483,2374,3192,822,9779,9018,3542,27184,544,4388,1216,465,4561,4290,4964,65669,12409,4479,1046,8478,3926,8640,co.aureolin.labs.jumpgateforeve.opcodeSeq.txt,1
146,11182,4711,3776,8568,9965,3851,23751,1408,0,1131,337,1308,128,1234,2321,649,1077,614,1639,145,2299,2595,1936,671,1395,7861,726,7636,5198,2766,689,9168,63396,17024,21759,1066,4231,1383,431,17478,5791,4118,42107,10758,4493,1035,7687,4946,11108,com.cecropia.violintools.opcodeSeq.txt,1
147,5882,7316,6133,13800,7566,5032,33012,1466,0,1584,389,1606,185,1792,2541,578,726,825,2030,188,2307,2317,2427,551,2159,9758,936,12291,1112,3551,653,9865,11341,5006,30990,419,5079,1287,408,7426,5672,6600,65086,14704,4570,1256,10192,6959,13824,com.kabouzeid.gramophone.opcodeSeq.txt,1
148,14263,7011,6957,14412,10496,7178,60956,2472,0,1600,385,1896,165,2249,4376,313,842,507,2773,185,4640,2889,2678,719,1614,10259,830,11841,4278,5058,769,9668,56261,15363,37633,734,6323,1360,337,18723,8487,8641,92321,18829,8015,2226,13980,7934,33348,com.baiwang.instasquare.opcodeSeq.txt,1
149,3550,2968,2271,4956,3236,1804,14338,1076,0,669,168,598,67,952,1488,166,431,249,696,60,1680,901,1067,294,727,3575,310,4562,1099,1319,205,3888,48721,12240,11009,239,1887,582,138,12695,2848,2161,24975,6762,2990,639,3691,2206,7715,com.bog.aircraftcombat.opcodeSeq.txt,1
150,5681,4441,5746,12077,6406,3568,30286,1831,0,1299,303,1279,142,1801,3059,323,602,568,1696,133,2981,2023,2075,541,1654,8235,758,10581,1132,2421,461,7997,53136,13563,22772,413,3592,958,321,14752,4849,4506,54272,10850,5017,1549,7515,4353,15808,com.uberblic.parceltrack.opcodeSeq.txt,1
151,7737,5179,7478,15494,10020,5854,43602,2304,0,1397,405,1512,148,2010,4677,594,994,809,2525,228,3554,2677,2432,592,1925,11139,1041,12871,1814,3324,669,10809,60641,15780,32222,607,4707,1502,333,17112,9443,7321,75912,13007,7127,1526,11335,5617,18769,com.rubycell.pianisthd.opcodeSeq.txt,1
152,11934,9128,8859,16292,9824,6755,50510,2761,0,2124,496,1543,187,2808,4865,451,1074,734,2738,197,6688,3390,2764,909,1848,10445,869,14175,2998,4926,820,9738,55379,14883,33433,1071,5945,1461,424,16434,8189,7813,86468,19876,8556,2876,11014,7107,27116,com.ucan.dongauniv.opcodeSeq.txt,1
153,4620,3739,2735,6498,4323,2137,16138,1079,0,962,187,812,99,1101,1565,198,586,306,931,80,1926,1387,1302,385,965,4751,419,5664,1656,1624,325,5074,49456,12778,13843,293,2462,648,212,13495,2944,2565,29722,8285,3350,806,4354,2878,8144,com.bettowinner.bettowinner.opcodeSeq.txt,1
154,14554,12243,10300,23155,12598,7517,65787,3570,0,2696,619,2027,262,3599,6004,644,1338,902,2978,231,7429,4559,3859,1314,2498,12587,1116,19116,3994,6041,979,11400,56497,15563,40824,826,7981,1605,604,17557,10147,9276,113036,24476,10627,3189,12821,8966,33197,com.leisureapps.lottery.unitedstates.pennsylvania.opcodeSeq.txt,1
155,7285,6454,8146,15001,6558,4599,30014,1742,0,1551,725,1824,164,2300,3393,503,893,1218,2226,171,3417,2544,3277,805,2775,10294,936,13697,1276,2940,878,10593,54724,15625,24668,577,4457,1232,457,16837,15328,5270,61596,11302,5424,1351,7342,5380,12804,xyz.studiox.pixels.opcodeSeq.txt,1
156,14758,13722,9835,28084,15609,9988,87476,3302,0,2307,930,1994,167,3364,4867,1281,1276,1103,2981,300,6484,5202,3637,1064,2440,12181,908,22881,4189,7453,843,9429,63082,17005,47738,1362,9409,2016,553,19409,9770,10536,146089,22114,9961,2429,15333,9440,34395,com.additioapp.additio.opcodeSeq.txt,1
157,11453,8105,8925,19074,10676,6629,48125,2858,0,2038,470,2208,250,2889,4727,603,910,983,2546,226,4238,2694,3537,762,2528,12221,1220,16665,2348,4915,799,12043,58681,16046,37849,578,6480,1363,440,18198,7811,8870,88797,19726,8193,2009,11827,7862,22591,com.calm.android.opcodeSeq.txt,1
158,10849,10730,8508,18282,10006,7353,56594,2965,0,2083,509,1846,184,2997,4679,640,1329,823,2692,200,5736,3288,3162,983,2196,9814,886,15763,2863,5291,1029,8816,55091,14921,34342,632,6431,1324,393,17059,7404,8520,97220,20017,8777,2657,10344,7393,26582,com.blackboard.community.elizabeth.opcodeSeq.txt,1
